Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Block_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),3,Higher secondary,6,None,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),3,Higher secondary,6,None,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),3,Higher secondary,7,Diploma/degree in special education,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,1,PS (I-V),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,11,11,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,17,14,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,13,10,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,4,0,0,0,10,5,0,0,0,0,0,0,0,0,19,14,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,2,UPS (I-VIII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,6,3,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,1,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,3,3,0,0,3,0,0,0,0,0,10,7,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,9,4,0,0,5,0,0,0,0,0,19,15,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,10,9,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,7,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,5,0,0,0,5,0,0,0,0,0,11,11,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,1,0,0,6,3,0,0,3,1,0,0,0,0,14,9,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,1,PS (I-V),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,6,4,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,10,9,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,9,6,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,4,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,4,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,7,2,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,1,8,4,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,5,HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,1,0,0,0,2,1,0,0,5,0,0,0,0,0,9,8,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,1,0,0,0,3,0,0,1,10,1,0,0,0,0,16,14,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,0,0,8,5,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,9,2,7
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,7,1,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,9,2,7
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,4,M.Ed. or equivalent,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,1,PS (I-V),4,Graduate,5,Others,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,1,PS (I-V),4,Graduate,5,Others,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,1,PS (I-V),4,Graduate,5,Others,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,1,PS (I-V),4,Graduate,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,8,7,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,2,0,0,0,15,4,0,0,0,0,0,0,0,0,21,17,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,8,7,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,2,1,0,0,20,10,0,0,0,0,0,0,0,0,33,22,11
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,2,UPS (I-VIII),4,Graduate,5,Others,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,4,2,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,6,6,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,4,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,2,0,0,0,8,3,0,0,4,1,18,14,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,9,8,0,0,9,0,0,0,2,1,29,20,9
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),4,Graduate,5,Others,0,0,0,0,1,0,0,0,3,3,0,0,14,7,0,0,1,1,30,19,11
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,5,HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,1,9,2,7
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,5,5,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,2,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,1,2,0,0,4,1,0,0,15,5,0,0,0,0,28,20,8
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,0,0,9,9,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,6,SS (I-X),4,Graduate,5,Others,0,0,0,0,0,0,0,0,6,2,0,0,14,5,0,0,0,0,27,20,7
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,1,PS (I-V),4,Graduate,6,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,6,None,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,2,UPS (I-VIII),4,Graduate,6,None,0,0,0,0,1,0,0,0,29,5,0,0,0,0,0,0,0,0,35,30,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,2,UPS (I-VIII),4,Graduate,6,None,0,0,0,0,2,0,0,0,20,3,0,0,0,0,0,0,0,0,25,22,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,6,None,0,0,0,0,1,0,0,0,9,4,0,0,0,0,0,0,0,0,14,10,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,2,UPS (I-VIII),4,Graduate,6,None,0,0,0,0,1,0,0,0,13,7,0,0,0,0,0,0,0,0,21,14,7
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,2,UPS (I-VIII),4,Graduate,6,None,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,3,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,0,1,0,0,5,1,0,0,5,0,0,0,0,0,12,10,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,1,0,0,0,8,1,0,0,5,0,0,0,0,0,15,14,1
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,6,8,0,0,2,1,0,0,8,0,0,0,0,0,25,16,9
2019-20,16,Tripura,1604,NORTH TRIPURA,160405,KADAMTALA,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,1,0,0,0,12,4,0,0,8,2,0,0,1,0,28,22,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160406,KALACHERRA,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,2,0,11,9,2
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,7,4,0,0,4,1,0,0,0,0,16,11,5
2019-20,16,Tripura,1604,NORTH TRIPURA,160408,JUBARAJNAGAR,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,1,0,12,12,0
2019-20,16,Tripura,1604,NORTH TRIPURA,160409,DHARMANAGAR M.C.,11,Department of Education,3,HSS (I-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4,1,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,5,HSS (VI-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,1,7,1,6
2019-20,16,Tripura,1604,NORTH TRIPURA,160404,JAMPUI,11,Department of Education,5,HSS (VI-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,1,0,10,7,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160407,PANISAGAR,11,Department of Education,5,HSS (VI-XII),4,Graduate,6,None,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,3
2019-20,16,Tripura,1604,NORTH TRIPURA,160401,DAMCHERRA,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,1,0,0,0,7,4,0,0,3,0,0,0,0,0,15,11,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160402,DASDA,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,1,0,0,0,15,4,0,0,10,0,0,0,0,0,30,26,4
2019-20,16,Tripura,1604,NORTH TRIPURA,160403,LALJURI,11,Department of Education,6,SS (I-X),4,Graduate,6,None,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,8,6,2
